Mnemonic,WPIINDO.Q.FMFT,WPI06.Q.FMFT,WPI10.Q.FMFT,WPI09.Q.FMFT,JEXCHMTPREAL.Q.FMFT,Q2,Q3,Q4
2005 Q2,1.802409691,1.880279216,1.581620655,2.021996006,1.122518054,1,0,0
2005 Q3,1.830124793,1.909698131,1.580462575,2.024717731,1.139545448,0,1,0
2005 Q4,1.865872707,2.01978063,1.657360795,2.042154128,1.154513216,0,0,1
2006 Q1,1.905660604,2.040709255,1.720715255,2.064229845,1.138629403,0,0,0
2006 Q2,1.939706883,2.053441078,1.802698953,2.089945104,1.095693188,1,0,0
2006 Q3,1.956386368,2.075094605,1.856363682,2.111250325,1.082558223,0,1,0
2006 Q4,1.963331243,2.06122166,1.883605656,2.12459364,1.080454004,0,0,1
2007 Q1,1.987286151,2.082195951,1.903104765,2.140907994,1.081396677,0,0,0
2007 Q2,1.994214627,2.127178685,1.936554458,2.156620584,1.04664397,1,0,0
2007 Q3,1.992717984,2.146110934,1.93214232,2.174365125,1.019002514,0,1,0
2007 Q4,2.004815329,2.238069014,1.966900939,2.202270001,0.970619635,0,0,1
2008 Q1,2.022361411,2.33478698,2.050734559,2.232083148,0.951878423,0,0,0
2008 Q2,2.052526466,2.455791139,2.199206787,2.252546218,0.930718335,1,0,0
2008 Q3,2.102381105,2.61233107,2.260356802,2.289508482,0.956354335,0,1,0
2008 Q4,2.114809794,2.415424736,2.006825171,2.294862348,1.061575007,0,0,1
2009 Q1,2.108949296,2.276058061,1.863014131,2.273294239,1.09227734,0,0,0
2009 Q2,2.091782302,2.249827936,1.785111205,2.24964898,1.068614427,1,0,0
2009 Q3,2.081480598,2.293366679,1.863751542,2.241543512,1.034958167,0,1,0
2009 Q4,2.090425509,2.361748956,1.965259763,2.257991803,1.013064606,0,0,1
2010 Q1,2.10130173,2.441865747,2.03588117,2.301924839,1.043830575,0,0,0
2010 Q2,2.120117935,2.449019133,2.070592153,2.363281232,1.080688568,1,0,0
2010 Q3,2.13024602,2.432326658,2.052733956,2.389181049,1.05415967,0,1,0
2010 Q4,2.140457344,2.546117815,2.147759463,2.421717436,1.008590701,0,0,1
2011 Q1,2.158851803,2.667290971,2.239577082,2.437723585,0.986613917,0,0,0
2011 Q2,2.177146995,2.768730937,2.267052731,2.454033713,0.947187548,1,0,0
2011 Q3,2.200784388,2.797026506,2.284300146,2.471037902,0.943939447,0,1,0
2011 Q4,2.209998641,2.772971135,2.247275778,2.441454253,0.977039724,0,0,1
2012 Q1,2.228419969,2.784773896,2.247779932,2.438798295,0.985124985,0,0,0
2012 Q2,2.241998686,2.778433723,2.204804752,2.440624439,1.003544607,1,0,0
2012 Q3,2.253599598,2.733114958,2.161958463,2.434101889,1.010005997,0,1,0
2012 Q4,2.265368322,2.766936969,2.178699645,2.454233623,1.001324412,0,0,1
2013 Q1,2.283005089,2.813791033,2.163639678,2.472939083,1.026513512,0,0,0
2013 Q2,2.297074334,2.789765998,2.120207882,2.477869379,1.052324463,1,0,0
2013 Q3,2.303458086,2.784623274,2.117541521,2.492475077,1.053490865,0,1,0
2013 Q4,2.311508578,2.777062614,2.137405502,2.506609755,1.045653208,0,0,1
2014 Q1,2.330535762,2.809399803,2.148649341,2.504568163,1.065634578,0,0,0
2014 Q2,2.344472873,2.802059418,2.142607296,2.510443131,1.060964501,1,0,0
2014 Q3,2.354514861,2.832846987,2.162215589,2.505733001,1.086134119,0,1,0
2014 Q4,2.366648335,2.788956339,2.147091391,2.500931034,1.159261353,0,0,1
2015 Q1,2.380333417,2.661699959,2.081041059,2.499137465,1.267290519,0,0,0
2015 Q2,2.384207679,2.671857303,2.029009523,2.486222737,1.286003557,1,0,0
2015 Q3,2.389478683,2.673865838,1.976772449,2.484595147,1.325178343,0,1,0
2015 Q4,2.395658477,2.631080919,1.923161293,2.480897873,1.357858703,0,0,1
2016 Q1,2.41021934,2.612845373,1.893488754,2.470442414,1.373973525,0,0,0
2016 Q2,2.420237399,2.632112998,1.93415671,2.469487758,1.333205664,1,0,0
2016 Q3,2.43384865,2.654525109,1.962652808,2.47545134,1.352551026,0,1,0
2016 Q4,2.441195263,2.704797074,1.984809146,2.493811423,1.404735046,0,0,1
2017 Q1,2.45795755,2.766294839,2.047683836,2.523671978,1.408001921,0,0,0
2017 Q2,2.475184747,2.794286409,2.055038026,2.540634669,1.381216063,1,0,0
2017 Q3,2.479177499,2.802000831,2.08537274,2.562195296,1.309533229,0,1,0
2017 Q4,2.494821388,2.870928097,2.125379718,2.559342254,1.31748197,0,0,1
2018 Q1,2.516826167,2.916618933,2.172992192,2.568411413,1.276385553,0,0,0
2018 Q2,2.536832497,2.921781142,2.233982198,2.591142515,1.305729331,1,0,0
2018 Q3,2.549662894,2.977308772,2.24780337,2.616721993,1.328580868,0,1,0
2018 Q4,2.56517,2.98079,2.27648,2.628534,1.449109,0,0,1
2019 Q1,2.558761,2.981442,2.264274,2.636512,1.434836,0,0,0
2019 Q2,2.567134,2.993229,2.248448,2.638351,1.416648,1,0,0
2019 Q3,2.571666,3.003088,2.228385,2.642495,1.408074,0,1,0
2019 Q4,2.578677,3.023591,2.225397,2.652271,1.401531,0,0,1
2020 Q1,2.585641,3.044805,2.22338,2.661298,1.385648,0,0,0
2020 Q2,2.594956,3.06618,2.222178,2.670747,1.369802,1,0,0
2020 Q3,2.604242,3.090897,2.222808,2.679111,1.359426,0,1,0
2020 Q4,2.614435,3.114369,2.226541,2.689314,1.35508,0,0,1
2021 Q1,2.629772,3.14526,2.219837,2.69968,1.349524,0,0,0
2021 Q2,2.646128,3.179254,2.208051,2.711818,1.341841,1,0,0
2021 Q3,2.662123,3.212612,2.208207,2.725106,1.336188,0,1,0
2021 Q4,2.67861,3.244751,2.215327,2.738931,1.336523,0,0,1
2022 Q1,2.695219,3.275443,2.22757,2.752708,1.329483,0,0,0
2022 Q2,2.711203,3.304122,2.238004,2.766856,1.320676,1,0,0
2022 Q3,2.728683,3.341014,2.24977,2.781501,1.310611,0,1,0
2022 Q4,2.746791,3.376115,2.261797,2.796748,1.303194,0,0,1
2023 Q1,2.764673,3.408529,2.27331,2.812508,1.294861,0,0,0
2023 Q2,2.782331,3.439905,2.286638,2.828498,1.286519,1,0,0
2023 Q3,2.800716,3.475463,2.301171,2.844628,1.277612,0,1,0
2023 Q4,2.819248,3.510398,2.316203,2.861192,1.268633,0,0,1
2024 Q1,2.837859,3.543413,2.331934,2.876268,1.259009,0,0,0
2024 Q2,2.857106,3.58065,2.348567,2.891931,1.251241,1,0,0
2024 Q3,2.876527,3.618755,2.362843,2.909913,1.243944,0,1,0
2024 Q4,2.89567,3.654243,2.374276,2.928188,1.237028,0,0,1
2025 Q1,2.914726,3.686986,2.387387,2.946573,1.228972,0,0,0
2025 Q2,2.93421,3.720122,2.404971,2.965478,1.222613,1,0,0
2025 Q3,2.954463,3.757529,2.423543,2.984721,1.216956,0,1,0
2025 Q4,2.974865,3.79595,2.441632,3.004465,1.211905,0,0,1
2026 Q1,2.995238,3.832006,2.458064,3.024525,1.206053,0,0,0
2026 Q2,3.015364,3.867869,2.473053,3.044685,1.20279,1,0,0
2026 Q3,3.035915,3.907089,2.48844,3.064568,1.200051,0,1,0
2026 Q4,3.056365,3.946362,2.503496,3.084486,1.197757,0,0,1
2027 Q1,3.076139,3.982385,2.517149,3.106153,1.194416,0,0,0
2027 Q2,3.095676,4.017678,2.530009,3.127577,1.192186,1,0,0
2027 Q3,3.116089,4.056753,2.542795,3.148707,1.190615,0,1,0
2027 Q4,3.136875,4.095793,2.558073,3.170018,1.189384,0,0,1
2028 Q1,3.158653,4.134517,2.573796,3.192979,1.187073,0,0,0
2028 Q2,3.179591,4.172388,2.586569,3.216245,1.186255,1,0,0
2028 Q3,3.200947,4.213908,2.599632,3.23946,1.185795,0,1,0
2028 Q4,3.222121,4.253041,2.611922,3.262356,1.185702,0,0,1
2029 Q1,3.244262,4.292022,2.624775,3.285577,1.184584,0,0,0
2029 Q2,3.265147,4.329436,2.636242,3.3088,1.184766,1,0,0
2029 Q3,3.286729,4.370583,2.648425,3.331979,1.185033,0,1,0
2029 Q4,3.308194,4.409567,2.660116,3.354916,1.185152,0,0,1
2030 Q1,3.330011,4.447748,2.671885,3.378218,1.182528,0,0,0
2030 Q2,3.351709,4.485888,2.683365,3.401814,1.181342,1,0,0
2030 Q3,3.37338,4.525579,2.694915,3.425278,1.180623,0,1,0
2030 Q4,3.395872,4.566439,2.707016,3.449012,1.180444,0,0,1
2031 Q1,3.418194,4.605618,2.718992,3.472968,1.179178,0,0,0
2031 Q2,3.439483,4.640541,2.72966,3.497074,1.179112,1,0,0
2031 Q3,3.46141,4.679244,2.740933,3.520776,1.179089,0,1,0
2031 Q4,3.483756,4.719608,2.752479,3.544534,1.179054,0,0,1
2032 Q1,3.506087,4.758125,2.76409,3.568709,1.177776,0,0,0
2032 Q2,3.528089,4.795484,2.775677,3.593256,1.177161,1,0,0
2032 Q3,3.551277,4.837363,2.788585,3.618118,1.176549,0,1,0
2032 Q4,3.574945,4.88057,2.801852,3.643604,1.176056,0,0,1
2033 Q1,3.59885,4.922907,2.815336,3.669863,1.174564,0,0,0
2033 Q2,3.622333,4.962873,2.828266,3.696558,1.174226,1,0,0
2033 Q3,3.646123,5.005918,2.841549,3.723154,1.173922,0,1,0
2033 Q4,3.670585,5.050739,2.855266,3.750016,1.172431,0,0,1
2034 Q1,3.69526,5.094397,2.869044,3.777532,1.171046,0,0,0
2034 Q2,3.71935,5.134747,2.882146,3.80525,1.169746,1,0,0
2034 Q3,3.744627,5.18055,2.8965,3.833314,1.168597,0,1,0
2034 Q4,3.770488,5.228618,2.911417,3.861916,1.167604,0,0,1
2035 Q1,3.796602,5.273178,2.926406,3.891363,1.16642,0,0,0
2035 Q2,3.82133,5.309949,2.939948,3.920871,1.165621,1,0,0
2035 Q3,3.846779,5.35455,2.954398,3.950311,1.164856,0,1,0
2035 Q4,3.872698,5.401443,2.969401,3.979787,1.164153,0,0,1
2036 Q1,3.899677,5.449807,2.985481,4.010156,1.162214,0,0,0
2036 Q2,3.926108,5.494429,3.000889,4.041253,1.16135,1,0,0
2036 Q3,3.953406,5.544645,3.01717,4.072714,1.160181,0,1,0
2036 Q4,3.981125,5.595423,3.033564,4.104605,1.159568,0,0,1
2037 Q1,4.009312,5.646154,3.05022,4.137083,1.157968,0,0,0
2037 Q2,4.03717,5.69573,3.066515,4.170072,1.157423,1,0,0
2037 Q3,4.065436,5.748527,3.083261,4.203122,1.156671,0,1,0
2037 Q4,4.094075,5.801526,3.100217,4.236482,1.156014,0,0,1
